Time[ps]      Etot[eV]     Epot[eV]     Ekin[eV]    T[K]
2.2140          -4.0383      -7.0732       3.0349   289.9
2.2150          -4.0264      -7.0663       3.0399   290.3
2.2160          -4.0386      -7.0589       3.0203   288.5
2.2170          -4.0670      -7.0510       2.9840   285.0
2.2180          -4.0985      -7.0428       2.9444   281.2
2.2190          -4.1040      -7.0344       2.9305   279.9
2.2200          -4.0917      -7.0256       2.9339   280.2
2.2210          -4.1079      -7.0165       2.9086   277.8
2.2220          -4.0807      -7.0071       2.9265   279.5
2.2230          -4.1051      -6.9976       2.8925   276.3
2.2240          -4.1281      -6.9879       2.8598   273.1
2.2250          -4.1257      -6.9781       2.8524   272.4
2.2260          -4.1380      -6.9677       2.8297   270.3
2.2270          -4.1336      -6.9569       2.8233   269.7
2.2280          -4.1338      -6.9459       2.8121   268.6
2.2290          -4.1497      -6.9351       2.7854   266.0
2.2300          -4.1523      -6.9244       2.7721   264.8
2.2310          -4.1647      -6.9135       2.7489   262.5
2.2320          -4.1372      -6.9027       2.7655   264.1
2.2330          -4.1198      -6.8922       2.7724   264.8
2.2340          -4.1215      -6.8815       2.7600   263.6
2.2350          -4.1199      -6.8707       2.7509   262.7
2.2360          -4.1236      -6.8602       2.7367   261.4
2.2370          -4.1130      -6.8500       2.7371   261.4
2.2380          -4.1224      -6.8400       2.7176   259.6
2.2390          -4.1446      -6.8307       2.6861   256.6
2.2400          -4.1069      -6.8219       2.7149   259.3
2.2410          -4.1051      -6.8133       2.7082   258.7
2.2420          -4.1155      -6.8059       2.6904   257.0
2.2430          -4.1165      -6.7994       2.6829   256.2
2.2440          -4.1111      -6.7943       2.6832   256.3
2.2450          -4.1101      -6.7908       2.6807   256.0
2.2460          -4.1338      -6.7883       2.6545   253.5
2.2470          -4.1452      -6.7868       2.6416   252.3
2.2480          -4.0985      -6.7869       2.6884   256.8
2.2490          -4.1112      -6.7884       2.6773   255.7
2.2500          -4.0818      -6.7912       2.7093   258.8
2.2510          -4.0883      -6.7952       2.7069   258.5
2.2520          -4.0656      -6.8002       2.7346   261.2
2.2530          -4.0621      -6.8065       2.7444   262.1
2.2540          -4.0323      -6.8141       2.7818   265.7
2.2550          -4.0384      -6.8228       2.7844   265.9
2.2560          -4.0324      -6.8325       2.8001   267.4
2.2570          -4.0175      -6.8428       2.8254   269.9
2.2580          -4.0509      -6.8541       2.8032   267.7
2.2590          -4.0471      -6.8662       2.8191   269.3
2.2600          -4.0803      -6.8793       2.7991   267.3
2.2610          -4.0907      -6.8928       2.8021   267.6
2.2620          -4.1157      -6.9072       2.7915   266.6
2.2630          -4.1034      -6.9221       2.8187   269.2
2.2640          -4.1035      -6.9375       2.8340   270.7
2.2650          -4.1164      -6.9535       2.8371   271.0
2.2660          -4.1299      -6.9698       2.8398   271.2
2.2670          -4.1123      -6.9865       2.8742   274.5
2.2680          -4.1153      -7.0032       2.8879   275.8
2.2690          -4.1321      -7.0199       2.8877   275.8
2.2700          -4.1390      -7.0360       2.8970   276.7
2.2710          -4.1391      -7.0521       2.9130   278.2
2.2720          -4.1597      -7.0682       2.9086   277.8
2.2730          -4.1644      -7.0840       2.9196   278.8
2.2740          -4.1840      -7.0995       2.9155   278.5
2.2750          -4.2059      -7.1148       2.9089   277.8
2.2760          -4.2068      -7.1299       2.9232   279.2
2.2770          -4.2062      -7.1453       2.9391   280.7
2.2780          -4.2250      -7.1607       2.9358   280.4
2.2790          -4.2279      -7.1760       2.9481   281.6
2.2800          -4.2344      -7.1913       2.9569   282.4
2.2810          -4.2370      -7.2067       2.9697   283.6
2.2820          -4.2522      -7.2218       2.9696   283.6
2.2830          -4.2394      -7.2369       2.9974   286.3
2.2840          -4.2747      -7.2515       2.9768   284.3
2.2850          -4.2881      -7.2656       2.9776   284.4
2.2860          -4.2902      -7.2794       2.9892   285.5
2.2870          -4.2641      -7.2927       3.0287   289.3
2.2880          -4.2589      -7.3060       3.0470   291.0
2.2890          -4.2816      -7.3190       3.0373   290.1
2.2900          -4.2734      -7.3318       3.0584   292.1
2.2910          -4.2728      -7.3446       3.0718   293.4
2.2920          -4.2759      -7.3569       3.0810   294.3
2.2930          -4.2830      -7.3691       3.0861   294.8
2.2940          -4.2722      -7.3812       3.1090   296.9
2.2950          -4.2546      -7.3928       3.1382   299.7
2.2960          -4.2728      -7.4038       3.1309   299.0
2.2970          -4.3046      -7.4149       3.1104   297.1
2.2980          -4.2816      -7.4261       3.1445   300.3
2.2990          -4.2813      -7.4371       3.1559   301.4
2.3000          -4.2937      -7.4480       3.1543   301.3
2.3010          -4.2896      -7.4589       3.1693   302.7
2.3020          -4.3098      -7.4698       3.1599   301.8
2.3030          -4.3000      -7.4808       3.1807   303.8
2.3040          -4.3028      -7.4917       3.1889   304.6
2.3050          -4.2742      -7.5026       3.2284   308.3
2.3060          -4.2770      -7.5136       3.2367   309.1
2.3070          -4.2807      -7.5245       3.2438   309.8
2.3080          -4.2670      -7.5349       3.2679   312.1
2.3090          -4.2298      -7.5452       3.3154   316.7
2.3100          -4.2398      -7.5553       3.3155   316.7
2.3110          -4.2587      -7.5647       3.3059   315.8
2.3120          -4.2533      -7.5739       3.3207   317.2
2.3130          -4.2544      -7.5829       3.3285   317.9
2.3140          -4.2715      -7.5918       3.3203   317.1
2.3150          -4.2850      -7.6006       3.3156   316.7
2.3160          -4.3143      -7.6088       3.2945   314.7
2.3170          -4.3169      -7.6169       3.3000   315.2
2.3180          -4.3011      -7.6247       3.3236   317.4
2.3190          -4.3119      -7.6323       3.3204   317.1
2.3200          -4.3017      -7.6400       3.3382   318.8
2.3210          -4.3072      -7.6471       3.3400   319.0
2.3220          -4.3035      -7.6541       3.3506   320.0
2.3230          -4.2953      -7.6609       3.3656   321.5
2.3240          -4.3067      -7.6679       3.3612   321.0
2.3250          -4.2832      -7.6742       3.3910   323.9
2.3260          -4.2883      -7.6798       3.3915   323.9
2.3270          -4.2872      -7.6847       3.3975   324.5
2.3280          -4.3052      -7.6892       3.3840   323.2
2.3290          -4.3328      -7.6935       3.3607   321.0
2.3300          -4.3269      -7.6972       3.3703   321.9
2.3310          -4.3147      -7.7001       3.3855   323.3
2.3320          -4.3735      -7.7022       3.3287   317.9
2.3330          -4.3729      -7.7041       3.3313   318.2
2.3340          -4.3781      -7.7054       3.3274   317.8
2.3350          -4.3715      -7.7062       3.3348   318.5
2.3360          -4.3939      -7.7071       3.3132   316.4
2.3370          -4.3781      -7.7071       3.3289   317.9
2.3380          -4.3795      -7.7065       3.3270   317.8
2.3390          -4.3899      -7.7051       3.3152   316.6
2.3400          -4.3823      -7.7028       3.3205   317.1
2.3410          -4.3797      -7.6999       3.3202   317.1
2.3420          -4.3608      -7.6962       3.3354   318.6
2.3430          -4.3715      -7.6921       3.3206   317.1
2.3440          -4.3974      -7.6871       3.2896   314.2
2.3450          -4.3983      -7.6816       3.2832   313.6
2.3460          -4.4151      -7.6751       3.2600   311.4
2.3470          -4.4235      -7.6677       3.2442   309.9
2.3480          -4.4302      -7.6593       3.2292   308.4
2.3490          -4.4443      -7.6504       3.2061   306.2
2.3500          -4.4799      -7.6411       3.1612   301.9
2.3510          -4.4986      -7.6312       3.1326   299.2
2.3520          -4.4679      -7.6210       3.1531   301.2
2.3530          -4.4742      -7.6105       3.1363   299.5
2.3540          -4.4778      -7.5999       3.1221   298.2
2.3550          -4.4747      -7.5895       3.1147   297.5
2.3560          -4.4562      -7.5790       3.1228   298.3
2.3570          -4.4315      -7.5686       3.1371   299.6
2.3580          -4.4141      -7.5584       3.1443   300.3
2.3590          -4.4491      -7.5488       3.0997   296.1
2.3600          -4.4391      -7.5405       3.1014   296.2
2.3610          -4.4600      -7.5331       3.0731   293.5
2.3620          -4.4198      -7.5266       3.1068   296.7
2.3630          -4.4297      -7.5207       3.0909   295.2
2.3640          -4.4499      -7.5154       3.0655   292.8
2.3650          -4.4602      -7.5112       3.0510   291.4
2.3660          -4.4588      -7.5082       3.0494   291.2
2.3670          -4.4611      -7.5065       3.0454   290.9
2.3680          -4.4897      -7.5060       3.0163   288.1
2.3690          -4.4809      -7.5071       3.0262   289.0
2.3700          -4.4573      -7.5096       3.0523   291.5
2.3710          -4.4631      -7.5137       3.0506   291.4
2.3720          -4.4564      -7.5189       3.0626   292.5
2.3730          -4.4547      -7.5249       3.0702   293.2
2.3740          -4.4668      -7.5314       3.0645   292.7
2.3750          -4.4465      -7.5387       3.0922   295.3
2.3760          -4.4516      -7.5463       3.0947   295.6
2.3770          -4.4816      -7.5539       3.0723   293.4
2.3780          -4.4919      -7.5620       3.0701   293.2
2.3790          -4.4628      -7.5703       3.1075   296.8
2.3800          -4.4880      -7.5790       3.0910   295.2
2.3810          -4.5041      -7.5870       3.0828   294.4
2.3820          -4.5098      -7.5944       3.0846   294.6
2.3830          -4.4801      -7.6013       3.1212   298.1
2.3840          -4.4613      -7.6076       3.1462   300.5
2.3850          -4.4794      -7.6136       3.1341   299.3
2.3860          -4.5205      -7.6191       3.0986   296.0
2.3870          -4.5265      -7.6238       3.0973   295.8
2.3880          -4.5146      -7.6279       3.1133   297.4
2.3890          -4.5235      -7.6319       3.1084   296.9
2.3900          -4.5082      -7.6356       3.1274   298.7
2.3910          -4.4824      -7.6391       3.1567   301.5
2.3920          -4.4792      -7.6426       3.1634   302.1
2.3930          -4.4781      -7.6459       3.1678   302.6
2.3940          -4.4936      -7.6483       3.1548   301.3
2.3950          -4.5009      -7.6502       3.1493   300.8
2.3960          -4.4992      -7.6518       3.1526   301.1
2.3970          -4.4939      -7.6539       3.1600   301.8
2.3980          -4.4919      -7.6563       3.1645   302.2
2.3990          -4.5028      -7.6589       3.1561   301.4
2.4000          -4.5234      -7.6621       3.1387   299.8
2.4010          -4.5096      -7.6654       3.1558   301.4
2.4020          -4.5397      -7.6689       3.1292   298.9
2.4030          -4.5601      -7.6730       3.1128   297.3
2.4040          -4.5608      -7.6774       3.1166   297.7
2.4050          -4.5357      -7.6828       3.1471   300.6
2.4060          -4.5113      -7.6889       3.1775   303.5
2.4070          -4.5311      -7.6952       3.1641   302.2
2.4080          -4.5067      -7.7023       3.1956   305.2
2.4090          -4.5218      -7.7097       3.1879   304.5
2.4100          -4.5250      -7.7173       3.1923   304.9
2.4110          -4.5157      -7.7255       3.2097   306.6
2.4120          -4.5280      -7.7342       3.2062   306.2
2.4130          -4.5487      -7.7434       3.1947   305.1
2.4140          -4.5199      -7.7530       3.2331   308.8
2.4150          -4.5233      -7.7630       3.2397   309.4
2.4160          -4.5315      -7.7740       3.2424   309.7
2.4170          -4.5212      -7.7850       3.2638   311.7
2.4180          -4.5258      -7.7957       3.2699   312.3
2.4190          -4.5280      -7.8061       3.2782   313.1
2.4200          -4.5077      -7.8168       3.3090   316.0
2.4210          -4.4971      -7.8275       3.3304   318.1
2.4220          -4.4579      -7.8380       3.3801   322.8
2.4230          -4.4644      -7.8484       3.3840   323.2
2.4240          -4.4581      -7.8578       3.3998   324.7
2.4250          -4.4597      -7.8665       3.4068   325.4
2.4260          -4.4698      -7.8745       3.4047   325.2
2.4270          -4.4910      -7.8817       3.3907   323.8
2.4280          -4.5098      -7.8879       3.3780   322.6
2.4290          -4.5142      -7.8933       3.3791   322.7
2.4300          -4.5315      -7.8980       3.3665   321.5
2.4310          -4.5519      -7.9018       3.3498   319.9
2.4320          -4.5288      -7.9046       3.3758   322.4
2.4330          -4.5164      -7.9066       3.3902   323.8
2.4340          -4.5264      -7.9077       3.3814   323.0
2.4350          -4.5476      -7.9080       3.3605   321.0
2.4360          -4.5122      -7.9077       3.3955   324.3
2.4370          -4.5018      -7.9063       3.4045   325.2
2.4380          -4.4748      -7.9040       3.4292   327.5
2.4390          -4.4812      -7.9008       3.4196   326.6
2.4400          -4.4796      -7.8972       3.4176   326.4
2.4410          -4.4687      -7.8927       3.4240   327.0
2.4420          -4.4752      -7.8869       3.4117   325.9
2.4430          -4.4962      -7.8800       3.3838   323.2
2.4440          -4.4754      -7.8721       3.3967   324.4
2.4450          -4.4815      -7.8633       3.3817   323.0
2.4460          -4.5031      -7.8535       3.3504   320.0
2.4470          -4.5174      -7.8426       3.3252   317.6
2.4480          -4.4986      -7.8310       3.3324   318.3
2.4490          -4.5159      -7.8188       3.3029   315.5
2.4500          -4.5323      -7.8058       3.2735   312.7
2.4510          -4.5173      -7.7924       3.2751   312.8
2.4520          -4.5307      -7.7782       3.2475   310.2
